Instruction,Output,text
"Are the t-shirts in ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" reversible?","Yes, the t-shirts in the pack ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY) are reversible.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Are the t-shirts in ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" reversible? ### Response: Yes, the t-shirts in the pack ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY) are reversible."
"What is the fabric care recommended for ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)?""","The fabric care instructions for the product ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY) include avoiding tumble dry, gentle machine wash, and reversing and ironing.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the fabric care recommended for ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)?"" ### Response: The fabric care instructions for the product ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY) include avoiding tumble dry, gentle machine wash, and reversing and ironing."
"What is the other detail mentioned about ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)?""","The other detail mentioned for the product ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY) is the presence of large abstract graphic chest prints and premium BIO WASHED knitted cotton fabric for regular use.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the other detail mentioned about ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)?"" ### Response: The other detail mentioned for the product ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY) is the presence of large abstract graphic chest prints and premium BIO WASHED knitted cotton fabric for regular use."
"What is the brand color of ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)?""","The brand color of the product ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY) is Coral - Royal Blue.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the brand color of ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)?"" ### Response: The brand color of the product ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY) is Coral - Royal Blue."
"Is ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" currently in stock?","No, the product ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY) is currently out of stock.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Is ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" currently in stock? ### Response: No, the product ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY) is currently out of stock."
"Where can I find more details about ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)?""","For more details and to purchase the product ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY), you can visit the [product link](https://www.flipkart.com/vibrant-vesture-printed-men-round-neck-orange-dark-blue-t-shirt/p/itm2c2c38b576824?pid=TSHFZPENTY9GZ5FY&lid","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Where can I find more details about ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)?"" ### Response: For more details and to purchase the product ""Printed Men Round Neck Orange, Dark Blue T-Shirt (Pack of 2)"" (Product ID: TSHFZPENTY9GZ5FY), you can visit the [product link](https://www.flipkart.com/vibrant-vesture-printed-men-round-neck-orange-dark-blue-t-shirt/p/itm2c2c38b576824?pid=TSHFZPENTY9GZ5FY&lid"
What is the discount percentage for the Solid Men Grey Bermuda Shorts?,"The Solid Men Grey Bermuda Shorts are currently on a 49% discount. The original price was 999, but now they are available for 500. Product ID: 870e9913-20b1-5516-9699-7f06dda3cd3d.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the discount percentage for the Solid Men Grey Bermuda Shorts? ### Response: The Solid Men Grey Bermuda Shorts are currently on a 49% discount. The original price was 999, but now they are available for 500. Product ID: 870e9913-20b1-5516-9699-7f06dda3cd3d."
Can you describe the fabric and care instructions for these Bermuda shorts?,"The Bermuda shorts are made from Polycotton fabric, which ensures a comfortable wear throughout the day. The care instructions include machine washing, mild ironing, and washing dark colors separately. Product ID: 870e9913-20b1-5516-9699-7f06dda3cd3d.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Can you describe the fabric and care instructions for these Bermuda shorts? ### Response: The Bermuda shorts are made from Polycotton fabric, which ensures a comfortable wear throughout the day. The care instructions include machine washing, mild ironing, and washing dark colors separately. Product ID: 870e9913-20b1-5516-9699-7f06dda3cd3d."
Tell me about the brand of these grey Bermuda shorts and their average rating.,"These grey Bermuda shorts are from the brand ""Oka."" The brand, known as 'OKANE,' aims to be a leader in garment designing and introduces the latest concepts. The shorts have an average rating of 3.8. Product ID: 870e9913-20b1-5516-9699-7f06dda3cd3d.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Tell me about the brand of these grey Bermuda shorts and their average rating. ### Response: These grey Bermuda shorts are from the brand ""Oka."" The brand, known as 'OKANE,' aims to be a leader in garment designing and introduces the latest concepts. The shorts have an average rating of 3.8. Product ID: 870e9913-20b1-5516-9699-7f06dda3cd3d."
What is the discount percentage for the Solid Men Grey Bermuda Shorts?,"The Solid Men Grey Bermuda Shorts are currently on a 49% discount. The original price was 999, but now they are available for 500. Product ID: bf6ca783-2ab8-5b6c-bfa2-09de215e7d25.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the discount percentage for the Solid Men Grey Bermuda Shorts? ### Response: The Solid Men Grey Bermuda Shorts are currently on a 49% discount. The original price was 999, but now they are available for 500. Product ID: bf6ca783-2ab8-5b6c-bfa2-09de215e7d25."
Can you describe the fabric and care instructions for these Bermuda shorts?,"The Bermuda shorts are made from Polycotton fabric, which ensures a comfortable wear throughout the day. The care instructions include machine washing, mild ironing, and washing dark colors separately. Product ID: bf6ca783-2ab8-5b6c-bfa2-09de215e7d25.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Can you describe the fabric and care instructions for these Bermuda shorts? ### Response: The Bermuda shorts are made from Polycotton fabric, which ensures a comfortable wear throughout the day. The care instructions include machine washing, mild ironing, and washing dark colors separately. Product ID: bf6ca783-2ab8-5b6c-bfa2-09de215e7d25."
